표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7009831009","009835","한화솔루션1우선주","한화솔루션우","HANWHA SOLUTIONS(1P)","1989/11/21","KOSPI","주권",,"구형우선주","5000","1123737"
"KR7009830001","009830","한화솔루션보통주","한화솔루션","HANWHA SOLUTIONS","1974/06/19","KOSPI","주권",,"보통주","5000","191278497"
"KR7272210006","272210","한화시스템보통주","한화시스템","HANWHA SYSTEMS","2019/11/13","KOSPI","주권",,"보통주","5000","188919389"
"KR7317320000","317320","한화에스비아이기업인수목적","한화에스비아이스팩","Hanwha Sbi Special Purpose Acquisition Co., Ltd.","2019/05/03","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4360000"
"KR7012450003","012450","한화에어로스페이스보통주","한화에어로스페이스","HANWHA AEROSPACE","1987/05/27","KOSPI","주권",,"보통주","5000","50630000"
"KR7003531001","003535","한화투자증권1우선주","한화투자증권우","HANWHA INVESTMENT & SECURITIES(1P)","1989/05/06","KOSPI","주권",,"구형우선주","5000","4800000"
"KR7003530003","003530","한화투자증권보통주","한화투자증권","HANWHA INVESTMENT & SECURITIES","1986/11/25","KOSPI","주권",,"보통주","5000","214547775"
"KR7340440007","340440","한화플러스제1호기업인수목적","한화플러스제1호스팩","Hanwha Plus No 1 Special Purpose Acquisition Company","2019/12/27","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4710000"
"KR7195870001","195870","해성디에스보통주","해성디에스","HAESUNG DS","2016/06/24","KOSPI","주권",,"보통주","5000","17000000"
"KR7034810002","034810","해성산업","해성산업","Haesung Industrial Co., Ltd.","1999/04/16","KOSDAQ","주권","우량기업부","보통주","500","26356298"
"KR7076610005","076610","해성옵틱스","해성옵틱스","Haesung Optics Co.,Ltd","2013/11/06","KOSDAQ","주권","중견기업부","보통주","500","41619749"
"KR7059270009","059270","해성티피씨","해성티피씨","Haisung TPC Co., Ltd.","2021/04/21","KOSDAQ","주권","기술성장기업부","보통주","500","4630000"
"KR7101530004","101530","해태제과식품주식회사","해태제과식품","Haitai Confectionery and Foods Co., Ltd.","2016/05/11","KOSPI","주권",,"보통주","500","29116822"
"KR7220180004","220180","핸디소프트","핸디소프트","HANDYSOFT, Inc.","2016/11/24","KOSDAQ","주권","벤처기업부","보통주","500","19408000"
"KR7143210003","143210","핸즈코퍼레이션보통주","핸즈코퍼레이션","HANDS CORPORATION","2016/12/02","KOSPI","주권",,"보통주","500","21863268"
"HK0000214814","900270","헝셩그룹유한회사","헝셩그룹","HENG SHENG GROUP COMPANY LIMITED","2016/08/18","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","80000000"
"KR7084990001","084990","헬릭스미스","헬릭스미스","Helixmith Co., Ltd","2005/12/29","KOSDAQ","주권","기술성장기업부","보통주","500","34265714"
"KR7000721001","000725","현대건설1우선주","현대건설우","HyundaiEngineering&Construction(1P)","1989/09/21","KOSPI","주권",,"구형우선주","5000","98856"
"KR7267270007","267270","현대건설기계보통주","현대건설기계","HYUNDAI CE","2017/05/10","KOSPI","주권",,"보통주","5000","19700793"
"KR7000720003","000720","현대건설보통주","현대건설","HyundaiEngineering&Construction","1984/12/22","KOSPI","주권",,"보통주","5000","111355765"
"KR7170030001","170030","현대공업","현대공업","HYUNDAI INDUSTRIAL CO.,LTD","2013/12/04","KOSDAQ","주권","우량기업부","보통주","500","15340000"
"KR7005440003","005440","현대그린푸드보통주","현대그린푸드","HYUNDAIGREENFOOD","1989/08/22","KOSPI","주권",,"보통주","500","97704482"
"KR7086280005","086280","현대글로비스보통주","현대글로비스","HYUNDAIGLOVIS Co.,LTD","2005/12/26","KOSPI","주권",,"보통주","500","37500000"
"KR7064350002","064350","현대로템보통주","현대로템","HYUNDAI ROTEM","2013/10/30","KOSPI","주권",,"보통주","5000","109142293"
"KR7079430005","079430","현대리바트보통주","현대리바트","HYUNDAILIVART","2005/11/22","KOSPI","주권",,"보통주","1000","20535282"
"KR7012330007","012330","현대모비스보통주","현대모비스","HyundaiMobis","1989/09/05","KOSPI","주권",,"보통주","5000","94793094"
"KR7319400008","319400","현대무벡스","현대무벡스","HYUNDAI MOVEX","2019/05/08","KOSDAQ","주권","우량기업부","보통주","100","101722324"
"KR7010620003","010620","현대미포조선보통주","현대미포조선","HyundaiMipoDockyard","1983/12/20","KOSPI","주권",,"보통주","5000","39942149"
"KR7052260007","052260","현대바이오랜드","현대바이오랜드","HYUNDAI BIOLAND Co.,Ltd.","2001/05/17","KOSDAQ","주권","우량기업부","보통주","500","15000000"
"KR7048410005","048410","현대바이오사이언스","현대바이오","HYUNDAI BIOSCIENCE CO., LTD.","2002/08/08","KOSDAQ","주권","중견기업부","보통주","500","36555277"
"KR7069960003","069960","현대백화점보통주","현대백화점","HYUNDAIDEPARTMENTSTORECO.,LTD","2002/11/25","KOSPI","주권",,"보통주","5000","23402441"
"KR7004561007","004565","현대비앤지스틸1우선주","현대비앤지스틸우","HYUNDAI BNG STEEL(1P)","1989/08/31","KOSPI","주권",,"구형우선주","5000","109852"
"KR7004560009","004560","현대비앤지스틸보통주","현대비앤지스틸","HYUNDAI BNG STEEL","1987/03/24","KOSPI","주권",,"보통주","5000","15078811"
"KR7016790008","016790","현대사료","현대사료","HYUNDAI FEED Inc.","2018/06/01","KOSDAQ","주권","중견기업부","보통주","500","6150486"
"KR7004310009","004310","현대약품보통주","현대약품","Hyundai pharm","1978/06/28","KOSPI","주권",,"보통주","500","32000000"
"KR7322000001","322000","현대에너지솔루션보통주","현대에너지솔루션","HYUNDAI ENERGY SOLUTIONS","2019/11/19","KOSPI","주권",,"보통주","5000","11200000"
"KR7041440009","041440","현대에버다임","현대에버다임","HYUNDAI EVERDIGM","2003/11/14","KOSDAQ","주권","중견기업부","보통주","500","17915944"
"KR7039010004","039010","현대에이치티","현대에이치티","HYUNDAI HT","2000/07/20","KOSDAQ","주권","우량기업부","보통주","500","8625000"
"KR7017800004","017800","현대엘리베이터보통주","현대엘리베이","HyundaiElevator","1996/07/03","KOSPI","주권",,"보통주","5000","40815191"
"KR7307950006","307950","현대오토에버보통주","현대오토에버","HyundaiAutoever","2019/03/28","KOSPI","주권",,"보통주","500","27423982"
"KR7011210002","011210","현대위아보통주","현대위아","HYUNDAI WIA","2011/02/21","KOSPI","주권",,"보통주","5000","27195083"
"KR7090850009","090850","현대이지웰","현대이지웰","HYUNDAI EZWEL","2013/12/27","KOSDAQ","주권","우량기업부","보통주","500","23746361"
"KR7267260008","267260","현대일렉트릭보통주","현대일렉트릭","HYUNDAI ELECTRIC","2017/05/10","KOSPI","주권",,"보통주","5000","36047135"
"KR7005381009","005385","현대자동차1우선주","현대차우","HyundaiMotor(1P)","1989/09/11","KOSPI","주권",,"구형우선주","5000","24356685"
"KR7005382007","005387","현대자동차2우선주(신형)","현대차2우B","HyundaiMotor(2PB)","1998/12/02","KOSPI","주권",,"신형우선주","5000","36485451"
"KR7005383005","005389","현대자동차3우선주(신형)","현대차3우B","HyundaiMotor(3PB)","1999/04/15","KOSPI","주권",,"신형우선주","5000","2428735"
"KR7005380001","005380","현대자동차보통주","현대차","HyundaiMotor","1974/06/28","KOSPI","주권",,"보통주","5000","213668187"
"KR7004020004","004020","현대제철 보통주","현대제철","HYUNDAI STEEL","1987/05/23","KOSPI","주권",,"보통주","5000","133445785"
"KR7267250009","267250","현대중공업지주보통주","현대중공업지주","HYUNDAI HEAVY INDUSTRIES HOLDINGS","2017/05/10","KOSPI","주권",,"보통주","1000","78993085"
"KR7001500008","001500","현대차증권보통주","현대차증권","HYUNDAI MOTOR SECURITIES","1990/06/09","KOSPI","주권",,"보통주","5000","31512562"
"KR7011760006","011760","현대코퍼레이션보통주","현대코퍼레이션","HYUNDAI CORPORATION","1977/12/01","KOSPI","주권",,"보통주","5000","13228966"
"KR7227840006","227840","현대코퍼레이션홀딩스보통주","현대코퍼레이션홀딩스","HYUNDAI CORPORATION HOLDINGS","2015/10/23","KOSPI","주권",,"보통주","5000","9100836"
"KR7126560002","126560","현대퓨처넷보통주","현대퓨처넷","Hyundai Futurenet","2010/12/23","KOSPI","주권",,"보통주","500","112876596"
"KR7001450006","001450","현대해상화재보험보통주","현대해상","Hyundai MARINE & FIRE INSURANCE CO.,LTD","1989/08/25","KOSPI","주권",,"보통주","500","89400000"
"KR7057050007","057050","현대홈쇼핑보통주","현대홈쇼핑","HYUNDAI HOME SHOPPING NETWORK CORPORATION","2010/09/13","KOSPI","주권",,"보통주","5000","12000000"
"KR7092300003","092300","현우산업","현우산업","HYUNWOO INDUSTRIAL CO.,LTD","2007/10/24","KOSDAQ","주권","우량기업부","보통주","500","15474878"
"KR7053660007","053660","현진소재","현진소재","HYUNJIN MATERIALS CO., LTD.","2002/02/15","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","53201003"
"KR7011080009","011080","형지아이앤씨","형지I&C","HYUNGJI Innovation and Creative Company Limited","2004/07/02","KOSDAQ","주권","중견기업부","보통주","500","38955668"
"KR7093240000","093240","형지엘리트보통주","형지엘리트","HYUNGJI ELITE","2009/09/28","KOSPI","주권",,"보통주","500","31154798"
"KR7003010006","003010","혜인보통주","혜인","HaeinCorporation","1988/09/20","KOSPI","주권",,"보통주","500","12712747"
"KR7111110003","111110","호전실업보통주","호전실업","Hojeon","2017/02/02","KOSPI","주권",,"보통주","500","8000000"
"KR7008771008","008775","호텔신라1우선주","호텔신라우","HotelShilla(1P)","1991/08/09","KOSPI","주권",,"구형우선주","5000","751879"
"KR7008770000","008770","호텔신라보통주","호텔신라","HotelShilla","1991/03/12","KOSPI","주권",,"보통주","5000","39248121"
"KR7060560000","060560","홈센타홀딩스","홈센타홀딩스","Home Center Holdings Co.,Ltd","2002/07/11","KOSDAQ","주권","중견기업부","보통주","500","127669525"
"KR7064240005","064240","홈캐스트","홈캐스트","homecast CO., LTD.","2003/06/11","KOSDAQ","주권","중견기업부","보통주","500","33094756"
"KR7039610001","039610","화성밸브","화성밸브","HS VALVE CO., LTD","2000/03/16","KOSDAQ","주권","중견기업부","보통주","500","10410400"
"KR7002460004","002460","화성산업보통주","화성산업","HwasungIndustrial","1988/09/29","KOSPI","주권",,"보통주","5000","12450800"
"KR7378850002","378850","화승알앤에이보통주","화승알앤에이","HWASEUNG R&A CO., LTD.","2021/03/15","KOSPI","주권",,"보통주","500","18993623"
"KR7241590009","241590","화승엔터프라이즈보통주","화승엔터프라이즈","HWASEUNG ENTERPRISE","2016/10/04","KOSPI","주권",,"보통주","500","60566577"
"KR7006060008","006060","화승인더스트리보통주","화승인더","HSIndustries","1991/02/04","KOSPI","주권",,"보통주","500","55320000"
"KR7013520002","013520","화승코퍼레이션보통주","화승코퍼레이션","Hwaseung Corporation","1991/02/22","KOSPI","주권",,"보통주","500","50051252"
"KR7010690006","010690","화신보통주","화신","Hwashin","1994/01/14","KOSPI","주권",,"보통주","500","34920410"
"KR7126640002","126640","화신정공","화신정공","HWASHIN PRECISION CO., LTD.","2010/08/31","KOSDAQ","주권","우량기업부","보통주","100","36373887"
"KR7133820001","133820","화인베스틸보통주","화인베스틸","FINEBESTEEL","2014/07/22","KOSPI","주권",,"보통주","500","29550000"
"KR7061250007","061250","화일약품","화일약품","HWAIL PHARM. CO., LTD","2002/04/18","KOSDAQ","주권","우량기업부","보통주","500","65633553"
"KR7010660009","010660","화천기계보통주","화천기계","HWACHEON MACHINERY","1988/12/12","KOSPI","주권",,"보통주","500","22000000"
"KR7000850008","000850","화천기공보통주","화천기공","HwacheonMachineTool","1999/11/18","KOSPI","주권",,"보통주","5000","2200000"
"KR7016580003","016580","환인제약보통주","환인제약","WhaninPharm","1996/07/03","KOSPI","주권",,"보통주","500","18600070"
"KR7032560005","032560","황금에스티보통주","황금에스티","Hwang Kum Steel & Technology","2009/10/29","KOSPI","주권",,"보통주","500","16000000"
"KR7004800009","004800","효성보통주","효성","Hyosung","1973/06/30","KOSPI","주권",,"보통주","5000","21071025"
"KR7094280005","094280","효성아이티엑스 보통주","효성ITX","HYOSUNG ITX Co., Ltd.","2007/10/25","KOSPI","주권",,"보통주","500","11558200"
"KR7097870000","097870","효성오앤비","효성오앤비","Hyosung ONB Co., Ltd","2008/04/08","KOSDAQ","주권","중견기업부","보통주","500","8490000"
"KR7298040007","298040","효성중공업보통주","효성중공업","HYOSUNG HEAVY INDUSTRIES","2018/07/13","KOSPI","주권",,"보통주","5000","9324548"
"KR7298050006","298050","효성첨단소재보통주","효성첨단소재","HYOSUNG ADVANCED MATERIALS","2018/07/13","KOSPI","주권",,"보통주","5000","4479948"
"KR7298020009","298020","효성티앤씨보통주","효성티앤씨","HYOSUNG TNC","2018/07/13","KOSPI","주권",,"보통주","5000","4327682"
"KR7298000001","298000","효성화학보통주","효성화학","HYOSUNG CHEMICAL","2018/07/13","KOSPI","주권",,"보통주","5000","3190126"
"KR7093370005","093370","후성 보통주","후성","FOOSUNG CO.,LTD","2006/12/22","KOSPI","주권",,"보통주","500","92606819"
"KR7050090000","050090","휘닉스소재","휘닉스소재","PHOENIX MATERIALS CO., LTD.","2004/06/29","KOSDAQ","주권","중견기업부","보통주","500","79138942"
"KR7081660003","081660","휠라홀딩스보통주","휠라홀딩스","Fila Holdings","2010/09/28","KOSPI","주권",,"보통주","1000","60752222"
"KR7290270008","290270","휴네시온","휴네시온","Hunesion co.,ltd","2018/08/02","KOSDAQ","주권","벤처기업부","보통주","500","9607672"
"KR7005870001","005870","휴니드테크놀러지스보통주","휴니드","HuneedTechnologies","1991/09/03","KOSPI","주권",,"보통주","5000","14116015"
"KR7284420007","284420","휴럼","휴럼","Hurum","2017/12/12","KONEX","주권","일반기업부","보통주","500","3800450"
"KR7090710005","090710","휴림로봇","휴림로봇","Hyulim ROBOT Co.,Ltd.","2006/12/05","KOSDAQ","주권","중견기업부","보통주","200","118960131"
